序号,目录,说明,图片路径,来源站点,待核原因,核实状态
486,"food","苗家腌鱼 · 配图","/images/food/miao-salted-fish-6.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
487,"food","奶豆腐 · 备选图","/images/food/milk-curd-aaruul-2.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
488,"food","牛奶面片 · 配图","/images/food/milk-noodle-slices-31.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
489,"food","奶茶 · 配图","/images/food/milk-tea-45.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
490,"food","奶茶 · 配图","/images/food/milk-tea-50.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
491,"food","稷子米饭 · 配图","/images/food/millet-rice-31.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
492,"food","粟米酒 · 配图","/images/food/millet-wine-23.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
493,"food","门巴烧酒 · 配图","/images/food/monpa-baijiu-54.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
494,"food","月饼 · 配图","/images/food/mooncake-1.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
495,"food","白馍 · 配图","/images/food/mulao-white-bun-32.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
496,"food","馕 · 配图","/images/food/naan-41.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
497,"food","馕 · 配图","/images/food/naan-5.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
498,"food","冷面 · 配图","/images/food/naengmyeon-cold-noodles-10.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
499,"food","纳仁面 · 配图","/images/food/naryn-noodles-43.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
500,"food","纳西烤肉 · 配图","/images/food/naxi-roast-pork-27.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
501,"food","牛瘪 · 配图","/images/food/niubie-beef-tripe-soup-12.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
502,"food","油茶 · 配图","/images/food/oil-tea-12.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
503,"food","打油茶 · 配图","/images/food/oil-tea-8.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
504,"food","油茶汤 · 配图","/images/food/oil-tea-soup-15.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
505,"food","北京烤鸭 · 配图","/images/food/peking-duck-1.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
506,"food","腌酸肉 · 配图","/images/food/pickled-sour-meat-34.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
507,"food","腌菜 · 配图","/images/food/pickles-46.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
508,"food","抓饭 · 配图","/images/food/pilaf-43.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
509,"food","抓饭 · 配图","/images/food/pilaf-poluo-5.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
510,"food","菠萝饭 · 配图","/images/food/pineapple-rice-18.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
511,"food","洋芋糍粑 · 配图","/images/food/potato-ciba-33.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
512,"food","南瓜饭 · 配图","/images/food/pumpkin-rice-36.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
513,"food","紫米 · 配图","/images/food/purple-rice-16.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
514,"food","羌族腊肉 · 配图","/images/food/qiang-smoked-pork-33.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
515,"food","生鱼片 · 配图","/images/food/raw-fish-slices-53.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
516,"food","鹿奶 · 配图","/images/food/reindeer-milk-45.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
517,"food","狍肉干 · 配图","/images/food/roe-deer-jerky-52.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
518,"food","乳扇 · 配图","/images/food/rushan-milk-fan-14.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
519,"food","列巴 · 配图","/images/food/russian-bread-44.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
520,"food","萨其马 · 配图","/images/food/sachima-11.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
521,"food","撒拉大饼 · 配图","/images/food/salar-flatbread-35.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
522,"food","咸奶茶 · 备选图","/images/food/salted-milk-tea-2.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
523,"food","烤包子 · 配图","/images/food/samsa-43.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
524,"food","三幺台 · 配图","/images/food/sanyaotai-feast-37.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
525,"food","馓子 · 配图","/images/food/sanzi-fried-noodle-crisps-3.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
526,"food","山兰酒 · 配图","/images/food/shanlan-wine-19.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
527,"food","烧壳子 · 配图","/images/food/shaokezi-baked-bun-48.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
528,"food","生皮 · 配图","/images/food/shengpi-raw-pork-14.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
529,"food","姊妹饭 · 配图","/images/food/sisters-rice-6.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
530,"food","酸蚂蚁蛋 · 配图","/images/food/sour-ant-eggs-56.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
531,"food","酸笋 · 配图","/images/food/sour-bamboo-shoots-18.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
532,"food","酸笋 · 配图","/images/food/sour-bamboo-shoots-39.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
533,"food","酸肉 · 配图","/images/food/sour-meat-36.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
534,"food","盐酸菜 · 配图","/images/food/sour-mustard-yansuan-9.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
535,"food","酸汤 · 配图","/images/food/sour-soup-25.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
536,"food","酸汤鱼 · 配图","/images/food/sour-soup-fish-6.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
537,"food","酸茶 · 配图","/images/food/sour-tea-34.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
538,"food","酸茶 · 配图","/images/food/sour-tea-46.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
539,"food","糯米饭 · 配图","/images/food/sticky-rice-32.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
540,"food","炒鱼毛 · 配图","/images/food/stir-fried-fish-floss-53.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
541,"food","石板粑粑 · 配图","/images/food/stone-grilled-cake-42.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
542,"food","酿豆腐 · 配图","/images/food/stuffed-tofu-13.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
543,"food","苏里玛酒 · 配图","/images/food/surima-wine-40.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
544,"food","塔塔尔糕点 · 配图","/images/food/tatar-pastries-50.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
545,"food","三道茶 · 配图","/images/food/three-course-tea-14.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
546,"food","豆腐圆 · 配图","/images/food/tofu-balls-32.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
547,"food","糌粑 · 配图","/images/food/tsampa-4.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
548,"food","糌粑 · 配图","/images/food/tsampa-40.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
549,"food","打糕 · 配图","/images/food/tteok-rice-cake-10.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
550,"food","土家腊肉 · 配图","/images/food/tujia-smoked-pork-15.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
551,"food","坨坨肉 · 配图","/images/food/tuotuo-meat-7.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
552,"food","佤族苦茶 · 配图","/images/food/wa-bitter-tea-21.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
553,"food","佤族水酒 · 配图","/images/food/wa-water-wine-21.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
554,"food","白肉血肠 · 配图","/images/food/white-meat-and-blood-sausage-11.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
555,"food","全羊宴 · 配图","/images/food/whole-lamb-feast-38.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
556,"food","全羊席 · 配图","/images/food/whole-lamb-feast-47.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
557,"food","风吹饼 · 配图","/images/food/wind-blown-cake-49.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
558,"food","柳蒿芽 · 配图","/images/food/wormwood-sprout-52.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
559,"food","柳蒿芽汤 · 配图","/images/food/wormwood-sprout-soup-31.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
560,"food","锡伯大饼 · 配图","/images/food/xibe-flatbread-38.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
561,"food","牦牛肉 · 配图","/images/food/yak-meat-4.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
562,"food","瑶家油茶 · 配图","/images/food/yao-oil-tea-13.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
563,"food","瑶山腊肉 · 配图","/images/food/yao-smoked-pork-13.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
564,"food","酸奶 · 配图","/images/food/yogurt-41.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
565,"food","油香 · 配图","/images/food/youxiang-fried-dough-3.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
566,"food","咂酒 · 配图","/images/food/zajiu-sip-wine-33.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
567,"food","猪膘肉 · 配图","/images/food/zhupiao-meat-40.webp","来源待核","文档记录为「百度图搜来源，毕设展示用」，非自由许可图库，正式上线前需替换或取得授权。","unverified"
568,"placeholders","placeholder","/images/placeholders/placeholder.webp","项目内置","占位图，取材自站内已有图片。","unverified"
569,"topic","民族服饰 · 配图","/images/topic/ethnic-costume.webp","来源待核","专题封面；采集时的具体来源未记录在案，需核对。","unverified"
570,"topic","民族美食 · 配图","/images/topic/ethnic-cuisine.webp","来源待核","专题封面；采集时的具体来源未记录在案，需核对。","unverified"
571,"topic","民族团结 · 配图","/images/topic/ethnic-unity.webp","来源待核","专题封面；采集时的具体来源未记录在案，需核对。","unverified"
572,"topic","节日盛宴 · 配图","/images/topic/festival-feast.webp","来源待核","专题封面；采集时的具体来源未记录在案，需核对。","unverified"
573,"topic","非遗传承 · 配图","/images/topic/intangible-heritage.webp","来源待核","专题封面；采集时的具体来源未记录在案，需核对。","unverified"
574,"topic","认识 56 个民族 · 配图","/images/topic/meet-56-ethnic-groups.webp","来源待核","专题封面；采集时的具体来源未记录在案，需核对。","unverified"
